id,name,address,location,area,price,tenure_of_stay,is_vacant,priority,image_url
203,Elizabeth Anderson,5996 Park Ave,"San Diego, CA",2215,434108.21,5 years,True,Low,https://picsum.photos/seed/house203/400/300
204,Barbara Moore,1624 Broadway Apt 25,"Seattle, WA",2038,558144.6,Lease (12 months),True,Medium,https://picsum.photos/seed/house204/400/300
205,Jennifer Perez,6337 Washington Ave Apt 9,"Chicago, IL",2469,303426.15,2 years,False,Low,https://picsum.photos/seed/house205/400/300
206,Betty Williams,6016 Park Ave Unit 16,"Phoenix, AZ",1250,241845.01,1 month,False,Low,https://picsum.photos/seed/house206/400/300
207,Karen Gonzalez,5499 Church St Unit 14,"Phoenix, AZ",1007,167278.04,1 year,False,Low,https://picsum.photos/seed/house207/400/300
208,Richard Hernandez,4875 5th Ave Apt 37,"Tampa, FL",1598,446773.1,3 months,False,Low,https://picsum.photos/seed/house208/400/300
209,Sarah Garcia,9112 Maple St Apt 30,"Columbus, OH",1643,458386.26,5 years,False,Medium,https://picsum.photos/seed/house209/400/300
210,Daniel Martinez,4065 Park Ave Apt 10,"Houston, TX",2289,732168.85,5 years,False,Medium,https://picsum.photos/seed/house210/400/300
211,Sandra Thompson,6953 Hillcrest Dr Unit 12,"Las Vegas, NV",2649,613494.7,3 months,True,Medium,https://picsum.photos/seed/house211/400/300
212,Barbara Garcia,825 River Rd,"Austin, TX",853,132745.41,Lease (12 months),False,Medium,https://picsum.photos/seed/house212/400/300
213,Charles Davis,7403 Highland Dr Unit 15,"Savannah, GA",2499,326507.72,Month-to-month,True,Low,https://picsum.photos/seed/house213/400/300
214,Sandra Williams,2001 Elm St Apt 23,"Spokane, WA",1297,274149.77,3 months,False,Medium,https://picsum.photos/seed/house214/400/300
215,Joseph Hernandez,1200 Main St,"Minneapolis, MN",1855,451949.15,6 months,False,Low,https://picsum.photos/seed/house215/400/300
216,Jennifer Moore,2723 Broadway Apt 36,"Buffalo, NY",2109,494015.58,5 years,False,Low,https://picsum.photos/seed/house216/400/300
217,Karen Miller,7465 Lake St Unit 1,"New York, NY",1292,208068.14,3 months,False,Low,https://picsum.photos/seed/house217/400/300
218,Margaret Moore,3163 Highland Dr Apt 21,"Los Angeles, CA",1524,377043.94,3 years,False,Low,https://picsum.photos/seed/house218/400/300
219,Richard Jackson,1971 Highland Dr Unit 15,"San Diego, CA",1668,509366.75,6 months,False,Low,https://picsum.photos/seed/house219/400/300
220,Elizabeth Brown,3099 Highland Dr Apt 10,"Seattle, WA",2892,354658.01,6 months,False,Medium,https://picsum.photos/seed/house220/400/300
221,Matthew Lee,2938 Hillcrest Dr Apt 11,"San Francisco, CA",1216,201441.76,1 month,False,Featured,https://picsum.photos/seed/house221/400/300
222,Jessica Jones,3296 River Rd Unit 17,"Denver, CO",2125,529208.11,Month-to-month,False,Low,https://picsum.photos/seed/house222/400/300
223,Charles Smith,3713 Main St,"Atlanta, GA",1632,214165.35,Month-to-month,False,Medium,https://picsum.photos/seed/house223/400/300
224,Charles Brown,4489 Hillcrest Dr,"Charlotte, NC",2257,501542.96,3 months,False,High,https://picsum.photos/seed/house224/400/300
225,Anthony Davis,4977 Oak Ave Apt 29,"Minneapolis, MN",806,168813.93,1 year,True,High,https://picsum.photos/seed/house225/400/300
226,Charles Thompson,5844 Lake St,"Columbus, OH",1296,370245.79,3 years,False,Low,https://picsum.photos/seed/house226/400/300
227,Sarah Garcia,5402 Main St Apt 19,"Minneapolis, MN",2557,818291.51,3 months,True,Featured,https://picsum.photos/seed/house227/400/300
228,Betty Wilson,1071 Park Ave,"San Francisco, CA",1769,506523.86,5 years,False,Low,https://picsum.photos/seed/house228/400/300
229,Daniel Rodriguez,6886 River Rd Unit 3,"Columbus, OH",831,161782.92,3 years,False,Featured,https://picsum.photos/seed/house229/400/300
230,David Jackson,140 Pine Rd,"Columbus, OH",2639,493274.17,1 year,False,Low,https://picsum.photos/seed/house230/400/300
231,Mark Martinez,5633 Hillcrest Dr Unit 5,"Minneapolis, MN",2437,674065.17,1 month,True,Low,https://picsum.photos/seed/house231/400/300
232,Betty Anderson,366 Cedar Blvd Apt 11,"Austin, TX",2202,309417.92,6 months,False,Low,https://picsum.photos/seed/house232/400/300
233,Margaret Rodriguez,1629 Highland Dr Apt 17,"Boston, MA",3107,400842.71,2 years,False,Medium,https://picsum.photos/seed/house233/400/300
234,Linda Wilson,1594 Cedar Blvd Apt 1,"Houston, TX",993,230349.35,Month-to-month,True,Low,https://picsum.photos/seed/house234/400/300
235,David Brown,7019 Elm St,"Tampa, FL",815,207380.14,3 years,False,High,https://picsum.photos/seed/house235/400/300
236,John Gonzalez,2281 Elm St Unit 17,"Austin, TX",2949,710101.2,1 year,False,Medium,https://picsum.photos/seed/house236/400/300
237,Sandra Wilson,7348 Lincoln Dr,"Charlotte, NC",954,217904.95,5 years,False,High,https://picsum.photos/seed/house237/400/300
238,Linda Rodriguez,1480 Sunset Blvd Unit 20,"Nashville, TN",2938,470777.97,1 month,False,High,https://picsum.photos/seed/house238/400/300
239,Michael Taylor,8448 Lincoln Dr Unit 10,"Dallas, TX",1430,288723.44,Month-to-month,False,Medium,https://picsum.photos/seed/house239/400/300
240,Thomas Smith,6016 Broadway Unit 13,"Seattle, WA",1946,418133.52,Month-to-month,True,Low,https://picsum.photos/seed/house240/400/300
241,Robert Smith,4395 Lincoln Dr Apt 3,"Boulder, CO",1623,385730.13,5 years,False,Medium,https://picsum.photos/seed/house241/400/300
242,Robert Lee,8891 Hillcrest Dr Apt 40,"Houston, TX",1719,199371.25,6 months,False,Low,https://picsum.photos/seed/house242/400/300
243,Charles Lee,1183 Main St,"Buffalo, NY",803,240359.23,1 month,False,Medium,https://picsum.photos/seed/house243/400/300
244,Nancy White,2977 Cedar Blvd Unit 5,"Austin, TX",1121,230814.25,Lease (12 months),False,Low,https://picsum.photos/seed/house244/400/300
245,Barbara Jones,4503 Cedar Blvd Apt 2,"Chicago, IL",2595,280918.46,3 months,False,Medium,https://picsum.photos/seed/house245/400/300
246,Barbara Johnson,8285 Washington Ave Apt 24,"Charlotte, NC",871,266021.2,3 months,True,Medium,https://picsum.photos/seed/house246/400/300
247,James Johnson,301 Sunset Blvd Apt 3,"Tampa, FL",1064,153762.16,1 month,False,High,https://picsum.photos/seed/house247/400/300
248,Matthew White,6970 Sunset Blvd Apt 21,"Salt Lake City, UT",1760,264762.96,3 years,True,Medium,https://picsum.photos/seed/house248/400/300
249,Donald Johnson,3038 Sunset Blvd Apt 34,"Houston, TX",2355,691506.91,2 years,False,Low,https://picsum.photos/seed/house249/400/300
250,Joseph Smith,6144 Lincoln Dr Apt 19,"Nashville, TN",3000,439748.43,Month-to-month,True,Medium,https://picsum.photos/seed/house250/400/300
251,Sarah Davis,2566 Maple St,"Atlanta, GA",1868,450215.27,1 month,False,Low,https://picsum.photos/seed/house251/400/300
252,Nancy Gonzalez,5138 Cedar Blvd,"Seattle, WA",2465,781245.05,6 months,False,Low,https://picsum.photos/seed/house252/400/300
253,Mary Davis,8615 Lake St Unit 15,"Houston, TX",2828,314357.38,5 years,True,Medium,https://picsum.photos/seed/house253/400/300
254,Mary Wilson,2241 Sunset Blvd Apt 19,"Salt Lake City, UT",2059,526859.68,3 years,False,Low,https://picsum.photos/seed/house254/400/300
255,Robert Miller,2330 Cedar Blvd,"Spokane, WA",2358,379947.55,3 years,True,Medium,https://picsum.photos/seed/house255/400/300
256,Joseph Rodriguez,2064 Pine Rd Unit 10,"Portland, OR",2921,301703.27,3 years,True,Low,https://picsum.photos/seed/house256/400/300
257,Linda Lopez,6592 2nd St Apt 4,"Detroit, MI",1162,115974.84,Month-to-month,False,Medium,https://picsum.photos/seed/house257/400/300
258,Linda Brown,7670 Cedar Blvd,"Dallas, TX",1360,174761.19,3 years,False,Medium,https://picsum.photos/seed/house258/400/300
259,Daniel Williams,9640 Park Ave,"New York, NY",3095,591782.42,3 years,True,Low,https://picsum.photos/seed/house259/400/300
260,Joseph Johnson,2852 Lake St,"Tampa, FL",2197,284345.53,6 months,False,Low,https://picsum.photos/seed/house260/400/300
261,Donald Jones,667 Sunset Blvd Apt 19,"Las Vegas, NV",2705,538233.52,5 years,True,Medium,https://picsum.photos/seed/house261/400/300
262,Daniel Taylor,4182 Hillcrest Dr Unit 13,"Orlando, FL",2414,524280.77,Lease (12 months),False,Low,https://picsum.photos/seed/house262/400/300
263,Jennifer Smith,5324 Sunset Blvd,"Columbus, OH",2382,514771.62,1 year,True,Low,https://picsum.photos/seed/house263/400/300
264,Nancy Davis,4466 Hillcrest Dr Unit 8,"Minneapolis, MN",2040,361858.78,6 months,True,Low,https://picsum.photos/seed/house264/400/300
265,David White,5978 Maple St Unit 19,"San Francisco, CA",2756,860925.77,Month-to-month,False,Low,https://picsum.photos/seed/house265/400/300
266,Jessica Johnson,1578 Oak Ave,"Austin, TX",2606,522671.72,1 year,True,Low,https://picsum.photos/seed/house266/400/300
267,Jennifer Hernandez,1075 Maple St Unit 19,"Salt Lake City, UT",1030,288077.04,3 years,True,Low,https://picsum.photos/seed/house267/400/300
268,Nancy Gonzalez,9701 Cedar Blvd Apt 22,"San Francisco, CA",1095,286730.23,Month-to-month,False,Low,https://picsum.photos/seed/house268/400/300
269,Matthew Moore,5946 Sunset Blvd Apt 38,"Springfield, IL",1656,207121.06,5 years,False,Low,https://picsum.photos/seed/house269/400/300
270,Karen Hernandez,3719 Cedar Blvd Apt 32,"Nashville, TN",768,125807.19,6 months,False,High,https://picsum.photos/seed/house270/400/300
271,Robert Thompson,5600 Church St,"Buffalo, NY",727,134774.36,1 month,True,Low,https://picsum.photos/seed/house271/400/300
272,Lisa Wilson,2825 Lake St Apt 32,"Atlanta, GA",1987,229773.65,1 year,True,Medium,https://picsum.photos/seed/house272/400/300
273,Betty Johnson,4931 Maple St,"Houston, TX",1850,241388.92,3 months,False,High,https://picsum.photos/seed/house273/400/300
274,Robert Hernandez,9832 5th Ave Unit 14,"San Diego, CA",2937,863509.31,3 months,False,Low,https://picsum.photos/seed/house274/400/300
275,Michael Wilson,9178 Hillcrest Dr Apt 17,"Buffalo, NY",842,91827.8,Month-to-month,True,Low,https://picsum.photos/seed/house275/400/300
276,James Wilson,1535 Main St,"Los Angeles, CA",555,84131.36,3 months,False,High,https://picsum.photos/seed/house276/400/300
277,Elizabeth Gonzalez,7815 5th Ave Unit 3,"Atlanta, GA",2037,282658.55,3 years,True,Medium,https://picsum.photos/seed/house277/400/300
278,William Anderson,7719 Park Ave Unit 9,"Dallas, TX",1069,289511.42,3 months,False,Low,https://picsum.photos/seed/house278/400/300
279,Sarah Wilson,9762 Sunset Blvd Apt 36,"Detroit, MI",2590,488189.42,Month-to-month,False,High,https://picsum.photos/seed/house279/400/300
280,Jessica Martinez,1393 River Rd Unit 17,"Las Vegas, NV",2566,711900.48,6 months,True,High,https://picsum.photos/seed/house280/400/300
281,Joseph Garcia,2838 Lincoln Dr,"Seattle, WA",770,248032.24,6 months,False,Low,https://picsum.photos/seed/house281/400/300
282,Sandra White,1197 Pine Rd Apt 25,"Atlanta, GA",1785,517730.82,1 month,False,Medium,https://picsum.photos/seed/house282/400/300
283,Thomas Wilson,1943 Lake St Unit 5,"Savannah, GA",2836,763707.4,3 months,False,High,https://picsum.photos/seed/house283/400/300
284,Betty Martinez,8875 Highland Dr Apt 27,"Tucson, AZ",2438,544637.24,6 months,False,Medium,https://picsum.photos/seed/house284/400/300
285,Karen Martin,6681 Oak Ave Unit 11,"Buffalo, NY",651,183667.82,3 years,True,Low,https://picsum.photos/seed/house285/400/300
286,Betty Martinez,5194 Park Ave,"San Francisco, CA",1680,531500.6,3 years,False,Medium,https://picsum.photos/seed/house286/400/300
287,Karen Lee,1562 Lincoln Dr Apt 29,"Nashville, TN",2434,656583.32,1 month,False,High,https://picsum.photos/seed/house287/400/300
288,Robert Martinez,8403 River Rd Unit 17,"Austin, TX",1161,167622.22,1 month,True,Low,https://picsum.photos/seed/house288/400/300
289,Mary Lopez,3362 Park Ave Unit 15,"Tampa, FL",3052,931264.21,1 year,False,Medium,https://picsum.photos/seed/house289/400/300
290,Joseph Garcia,7875 Hillcrest Dr,"Detroit, MI",1509,404528.95,2 years,True,Low,https://picsum.photos/seed/house290/400/300
291,Jennifer Jackson,3611 Sunset Blvd Apt 15,"Tucson, AZ",2127,454824.91,1 month,False,High,https://picsum.photos/seed/house291/400/300
292,Daniel Garcia,9949 Maple St Unit 9,"Columbus, OH",1701,441122.83,2 years,False,High,https://picsum.photos/seed/house292/400/300
293,Margaret Lopez,7620 Park Ave Apt 14,"Boston, MA",2582,724848.28,3 months,True,Medium,https://picsum.photos/seed/house293/400/300
294,Nancy Lopez,9298 Main St Apt 20,"Houston, TX",1827,587561.06,2 years,False,Medium,https://picsum.photos/seed/house294/400/300
295,Donald Lee,4995 Lincoln Dr,"Las Vegas, NV",682,198767.0,5 years,False,Low,https://picsum.photos/seed/house295/400/300
296,John White,517 5th Ave Apt 19,"Tampa, FL",2040,535935.17,1 year,False,Medium,https://picsum.photos/seed/house296/400/300
297,Linda Perez,8859 5th Ave Apt 23,"Minneapolis, MN",1146,337245.44,6 months,False,Low,https://picsum.photos/seed/house297/400/300
298,John White,4337 Hillcrest Dr Unit 11,"Houston, TX",1360,243416.84,2 years,False,High,https://picsum.photos/seed/house298/400/300
299,David Lopez,4369 Main St Apt 30,"Dallas, TX",3048,697315.17,3 months,False,High,https://picsum.photos/seed/house299/400/300
300,Thomas Brown,6353 2nd St,"Minneapolis, MN",1067,128746.74,5 years,False,High,https://picsum.photos/seed/house300/400/300
301,Joseph Jones,5283 Washington Ave Apt 6,"Tucson, AZ",1174,186448.34,Month-to-month,False,Low,https://picsum.photos/seed/house301/400/300
302,Anthony Garcia,9541 Washington Ave,"Phoenix, AZ",2226,527740.82,Month-to-month,False,Low,https://picsum.photos/seed/house302/400/300
303,Sarah Miller,6212 Maple St,"Austin, TX",466,109084.77,3 years,False,Low,https://picsum.photos/seed/house303/400/300
304,Richard Taylor,9744 Main St,"Springfield, IL",1641,325176.04,Lease (12 months),False,Medium,https://picsum.photos/seed/house304/400/300
305,Nancy Jones,5715 5th Ave,"Salt Lake City, UT",2102,197912.47,6 months,True,Medium,https://picsum.photos/seed/house305/400/300
306,Charles Taylor,2868 Cedar Blvd Apt 24,"Las Vegas, NV",3072,462905.07,1 month,False,Featured,https://picsum.photos/seed/house306/400/300
307,Nancy Brown,423 Oak Ave Apt 8,"Tampa, FL",956,210864.38,6 months,True,Medium,https://picsum.photos/seed/house307/400/300
308,Daniel Smith,5033 Lake St Apt 7,"Phoenix, AZ",2930,739296.0,3 months,False,Medium,https://picsum.photos/seed/house308/400/300
309,Patricia Martinez,1967 Cedar Blvd Unit 7,"New York, NY",1527,443923.1,3 years,False,Medium,https://picsum.photos/seed/house309/400/300
310,Jennifer Johnson,9080 5th Ave Apt 14,"Buffalo, NY",461,39621.88,3 months,False,Medium,https://picsum.photos/seed/house310/400/300
311,John Williams,8483 Pine Rd Unit 9,"Buffalo, NY",2320,737272.58,Month-to-month,True,Low,https://picsum.photos/seed/house311/400/300
312,Jennifer Johnson,4860 Highland Dr Unit 14,"Los Angeles, CA",839,252580.76,1 month,True,Medium,https://picsum.photos/seed/house312/400/300
313,Jennifer Hernandez,5957 Church St Unit 9,"Houston, TX",1976,546882.36,5 years,False,Featured,https://picsum.photos/seed/house313/400/300
314,William Gonzalez,7935 Lake St,"Portland, OR",690,229762.02,3 months,False,High,https://picsum.photos/seed/house314/400/300
315,Jessica Jackson,7278 Washington Ave Apt 40,"Phoenix, AZ",568,176405.9,6 months,False,High,https://picsum.photos/seed/house315/400/300
316,Patricia Wilson,7320 Oak Ave Unit 9,"Miami, FL",500,134583.92,1 year,False,High,https://picsum.photos/seed/house316/400/300
317,Thomas Taylor,1660 Lake St Apt 16,"Boston, MA",3077,561091.69,Lease (12 months),False,Low,https://picsum.photos/seed/house317/400/300
318,Daniel Garcia,8383 5th Ave,"Charlotte, NC",2463,404923.75,2 years,True,Medium,https://picsum.photos/seed/house318/400/300
319,Sarah Lee,6303 River Rd Apt 16,"Spokane, WA",2797,552128.09,Month-to-month,False,Low,https://picsum.photos/seed/house319/400/300
320,Jessica White,391 Cedar Blvd,"Atlanta, GA",2699,239833.27,2 years,False,Medium,https://picsum.photos/seed/house320/400/300
321,Daniel Perez,7574 Broadway,"Minneapolis, MN",2311,394791.74,Month-to-month,False,Medium,https://picsum.photos/seed/house321/400/300
322,Matthew Anderson,1968 Cedar Blvd Apt 15,"Orlando, FL",3045,950330.8,Lease (12 months),False,Medium,https://picsum.photos/seed/house322/400/300
323,Mary Garcia,8167 Elm St Apt 27,"Phoenix, AZ",1252,180289.32,5 years,True,Medium,https://picsum.photos/seed/house323/400/300
324,Betty Miller,5636 Cedar Blvd Unit 2,"Detroit, MI",2861,351407.01,Month-to-month,False,Medium,https://picsum.photos/seed/house324/400/300
325,Thomas Jones,8272 Maple St Unit 2,"Salt Lake City, UT",2222,633324.0,Lease (12 months),True,Medium,https://picsum.photos/seed/house325/400/300
326,Jennifer White,2203 Cedar Blvd Unit 20,"Las Vegas, NV",1768,366804.59,1 year,False,Low,https://picsum.photos/seed/house326/400/300
327,David Martinez,7519 Elm St Unit 14,"Portland, OR",2548,413524.94,3 years,False,Medium,https://picsum.photos/seed/house327/400/300
328,Sarah Lee,3660 Lincoln Dr Unit 20,"Springfield, IL",1864,560346.77,6 months,False,Medium,https://picsum.photos/seed/house328/400/300
329,Daniel Hernandez,1990 Highland Dr Unit 16,"Savannah, GA",3182,814575.95,Lease (12 months),False,High,https://picsum.photos/seed/house329/400/300
330,Susan Smith,8664 Cedar Blvd,"Dallas, TX",3195,329485.58,6 months,False,Medium,https://picsum.photos/seed/house330/400/300
331,John Johnson,4935 Lincoln Dr Apt 35,"Detroit, MI",2303,273913.34,Lease (12 months),True,Medium,https://picsum.photos/seed/house331/400/300
332,Sarah Gonzalez,3992 2nd St Apt 19,"Tampa, FL",2156,682965.83,3 years,False,Low,https://picsum.photos/seed/house332/400/300
333,Lisa Rodriguez,3427 Church St Unit 12,"Atlanta, GA",2921,404382.11,1 year,False,Medium,https://picsum.photos/seed/house333/400/300
334,Nancy Williams,3163 Washington Ave Apt 33,"Dallas, TX",2205,340286.57,6 months,False,High,https://picsum.photos/seed/house334/400/300
335,James Hernandez,7740 Elm St Apt 3,"Phoenix, AZ",658,183813.18,2 years,False,High,https://picsum.photos/seed/house335/400/300
336,Sarah Lopez,1294 Broadway,"Boulder, CO",729,195629.33,Lease (12 months),False,Medium,https://picsum.photos/seed/house336/400/300
337,Barbara Davis,3595 Broadway Apt 22,"New York, NY",2982,647160.59,1 month,True,Medium,https://picsum.photos/seed/house337/400/300
338,Joseph Davis,4094 Oak Ave,"Tampa, FL",1500,322038.45,Lease (12 months),False,Medium,https://picsum.photos/seed/house338/400/300
339,Thomas Anderson,8075 Oak Ave Apt 19,"Boulder, CO",787,240813.72,Lease (12 months),False,Low,https://picsum.photos/seed/house339/400/300
340,Robert Miller,3592 Lake St Unit 7,"Detroit, MI",2232,546593.66,6 months,True,Medium,https://picsum.photos/seed/house340/400/300
341,David Johnson,1533 Pine Rd Apt 4,"Atlanta, GA",738,163567.01,2 years,False,Low,https://picsum.photos/seed/house341/400/300
342,Daniel Gonzalez,7194 Broadway Unit 13,"Los Angeles, CA",2640,250587.54,3 months,False,Medium,https://picsum.photos/seed/house342/400/300
343,Matthew Williams,5960 2nd St Unit 10,"Springfield, IL",2934,332740.94,Month-to-month,False,Low,https://picsum.photos/seed/house343/400/300
344,Nancy Smith,7865 Washington Ave,"Nashville, TN",2051,572439.87,2 years,False,Low,https://picsum.photos/seed/house344/400/300
345,Nancy White,6213 Maple St,"Los Angeles, CA",621,63541.51,Lease (12 months),False,High,https://picsum.photos/seed/house345/400/300
346,Elizabeth Miller,5733 Lincoln Dr,"San Diego, CA",1203,181054.79,1 year,True,Low,https://picsum.photos/seed/house346/400/300
347,Betty Jackson,991 Hillcrest Dr,"Springfield, IL",725,106000.51,Month-to-month,False,Low,https://picsum.photos/seed/house347/400/300
348,Nancy Lee,3942 Cedar Blvd,"Las Vegas, NV",1242,206571.65,2 years,False,Medium,https://picsum.photos/seed/house348/400/300
349,Charles Jackson,6071 Broadway,"Miami, FL",1458,403927.24,5 years,False,High,https://picsum.photos/seed/house349/400/300
350,John Perez,5532 5th Ave Apt 30,"Charlotte, NC",1701,340784.47,3 months,False,High,https://picsum.photos/seed/house350/400/300
351,John Moore,3318 Park Ave,"Minneapolis, MN",2527,605790.48,5 years,False,Low,https://picsum.photos/seed/house351/400/300
352,Mary Moore,4369 Hillcrest Dr Unit 16,"Charlotte, NC",1058,183704.44,2 years,True,Medium,https://picsum.photos/seed/house352/400/300
353,Thomas Williams,6600 Highland Dr Unit 1,"Buffalo, NY",2965,743558.16,6 months,False,Low,https://picsum.photos/seed/house353/400/300
354,Charles Jackson,2495 5th Ave,"Charlotte, NC",2447,350948.31,1 year,True,Medium,https://picsum.photos/seed/house354/400/300
355,Thomas Lopez,6458 5th Ave,"Tucson, AZ",1777,216487.92,2 years,False,Low,https://picsum.photos/seed/house355/400/300
356,Sarah Jackson,2948 River Rd Unit 12,"Tucson, AZ",768,162909.91,1 year,False,Medium,https://picsum.photos/seed/house356/400/300
357,Mark Lopez,8076 5th Ave Unit 1,"Las Vegas, NV",1019,194408.87,Lease (12 months),False,Low,https://picsum.photos/seed/house357/400/300
358,John Garcia,2678 Highland Dr Unit 4,"Buffalo, NY",2148,603476.84,Month-to-month,False,Medium,https://picsum.photos/seed/house358/400/300
359,Michael Jackson,2741 Lake St,"San Francisco, CA",2799,630940.13,Lease (12 months),True,High,https://picsum.photos/seed/house359/400/300
360,John Johnson,2825 Park Ave Apt 12,"Phoenix, AZ",2758,665259.77,2 years,True,Low,https://picsum.photos/seed/house360/400/300
361,Karen Thomas,7991 Washington Ave Unit 14,"San Francisco, CA",2836,789042.88,Lease (12 months),False,Low,https://picsum.photos/seed/house361/400/300
362,Nancy Hernandez,7529 Pine Rd Apt 15,"San Francisco, CA",894,89319.83,Lease (12 months),False,Medium,https://picsum.photos/seed/house362/400/300
363,John Martin,1677 Washington Ave Unit 20,"Dallas, TX",2626,537691.1,Month-to-month,False,Low,https://picsum.photos/seed/house363/400/300
364,Karen Moore,119 Lake St Apt 34,"Minneapolis, MN",627,160616.19,Month-to-month,False,Low,https://picsum.photos/seed/house364/400/300
365,Betty White,9539 Cedar Blvd Apt 28,"Denver, CO",1402,416322.48,Lease (12 months),False,Low,https://picsum.photos/seed/house365/400/300
366,James Thompson,216 2nd St,"Tampa, FL",3131,440803.91,5 years,False,Low,https://picsum.photos/seed/house366/400/300
367,Susan Lee,9690 Park Ave Apt 17,"Savannah, GA",1947,464072.26,5 years,True,Medium,https://picsum.photos/seed/house367/400/300
368,Betty Moore,8004 Washington Ave Unit 18,"Denver, CO",1489,479097.45,5 years,False,Low,https://picsum.photos/seed/house368/400/300
369,Margaret Perez,2051 Sunset Blvd,"New York, NY",2532,462919.41,Lease (12 months),False,Medium,https://picsum.photos/seed/house369/400/300
370,Matthew Johnson,2733 River Rd,"Denver, CO",2908,549199.45,1 year,False,Low,https://picsum.photos/seed/house370/400/300
371,Mary White,6396 River Rd Apt 40,"Portland, OR",2897,309490.36,6 months,False,Medium,https://picsum.photos/seed/house371/400/300
372,James Miller,8589 Main St Unit 2,"Boulder, CO",2562,649452.29,1 month,False,Low,https://picsum.photos/seed/house372/400/300
373,James Garcia,1522 Park Ave Unit 12,"Tampa, FL",2110,479679.56,3 months,True,Medium,https://picsum.photos/seed/house373/400/300
374,Lisa Moore,9650 Highland Dr,"Phoenix, AZ",1246,245543.97,1 month,False,Low,https://picsum.photos/seed/house374/400/300
375,Thomas Brown,9252 Pine Rd Apt 33,"Los Angeles, CA",2552,803752.38,2 years,False,Medium,https://picsum.photos/seed/house375/400/300
376,Richard Jackson,8023 Sunset Blvd Unit 15,"Spokane, WA",2853,827060.46,2 years,True,Low,https://picsum.photos/seed/house376/400/300
377,Betty Davis,3867 Broadway Unit 12,"Atlanta, GA",489,123098.06,2 years,True,Low,https://picsum.photos/seed/house377/400/300
378,Lisa Hernandez,1345 Hillcrest Dr Apt 12,"Orlando, FL",1345,398088.25,1 year,False,Medium,https://picsum.photos/seed/house378/400/300
379,Linda White,4065 Park Ave,"Detroit, MI",1472,417750.03,3 months,True,High,https://picsum.photos/seed/house379/400/300
380,Nancy Perez,8171 Maple St Apt 35,"Orlando, FL",2992,499299.72,2 years,False,Low,https://picsum.photos/seed/house380/400/300
381,Anthony Taylor,4691 River Rd,"Dallas, TX",2603,717351.31,Lease (12 months),True,Medium,https://picsum.photos/seed/house381/400/300
382,Richard Perez,2963 Church St Apt 8,"Miami, FL",484,44090.85,3 months,False,Low,https://picsum.photos/seed/house382/400/300
383,Margaret Rodriguez,3166 Hillcrest Dr Apt 17,"Denver, CO",2961,498827.26,5 years,True,Medium,https://picsum.photos/seed/house383/400/300
384,Anthony Lopez,6081 River Rd,"Savannah, GA",987,319854.88,3 months,False,Low,https://picsum.photos/seed/house384/400/300
385,Linda Moore,7181 River Rd Unit 5,"San Francisco, CA",2387,655682.13,Month-to-month,True,Featured,https://picsum.photos/seed/house385/400/300
386,Margaret Lee,8570 Hillcrest Dr Apt 21,"Chicago, IL",2752,787031.6,3 months,False,Low,https://picsum.photos/seed/house386/400/300
387,Michael Rodriguez,7907 Cedar Blvd Apt 29,"Orlando, FL",1925,434981.87,2 years,False,Low,https://picsum.photos/seed/house387/400/300
388,Patricia Lopez,3359 Hillcrest Dr Apt 12,"Miami, FL",2540,523124.37,3 months,False,Medium,https://picsum.photos/seed/house388/400/300
389,Joseph Lee,2473 Washington Ave Unit 14,"Phoenix, AZ",2791,524167.21,3 months,True,Low,https://picsum.photos/seed/house389/400/300
390,David Hernandez,4873 Park Ave Apt 39,"Las Vegas, NV",2272,626361.19,Lease (12 months),False,Medium,https://picsum.photos/seed/house390/400/300
391,Jennifer Smith,2148 Sunset Blvd,"San Diego, CA",2076,232300.74,Month-to-month,False,Low,https://picsum.photos/seed/house391/400/300
392,Anthony Gonzalez,8684 Pine Rd Unit 9,"San Francisco, CA",795,203995.58,2 years,True,Low,https://picsum.photos/seed/house392/400/300
393,Elizabeth Anderson,2171 Elm St,"Dallas, TX",3167,558262.18,Month-to-month,False,Featured,https://picsum.photos/seed/house393/400/300
394,Sarah Rodriguez,9087 Church St,"Savannah, GA",2897,574907.68,5 years,False,Medium,https://picsum.photos/seed/house394/400/300
395,Sarah Martinez,5788 5th Ave,"Spokane, WA",1711,298132.85,2 years,True,Low,https://picsum.photos/seed/house395/400/300
396,Mark Jones,5734 Main St,"Portland, OR",2464,762961.1,1 month,False,High,https://picsum.photos/seed/house396/400/300
397,Karen Davis,218 Hillcrest Dr Apt 24,"Las Vegas, NV",2746,523205.56,5 years,False,Low,https://picsum.photos/seed/house397/400/300
398,Robert Wilson,4024 2nd St Apt 40,"Tucson, AZ",2628,728654.38,3 months,True,Low,https://picsum.photos/seed/house398/400/300
399,Patricia Lee,7560 Church St Apt 18,"New York, NY",1763,162527.28,Lease (12 months),True,Low,https://picsum.photos/seed/house399/400/300
400,Patricia Martinez,4510 Elm St,"Houston, TX",1067,98987.39,5 years,False,High,https://picsum.photos/seed/house400/400/300
401,Jessica Lopez,7697 Oak Ave,"Dallas, TX",1541,410032.36,Month-to-month,True,Low,https://picsum.photos/seed/house401/400/300
402,Mark Rodriguez,6351 Maple St Apt 8,"Charlotte, NC",2264,347353.0,1 year,False,Medium,https://picsum.photos/seed/house402/400/300
